
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree
65, 2.05, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 35.42

65, 2.10, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 36.05

65, 2.15, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 36.51

65, 2.20, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 37.01

65, 2.25, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 37.64

65, 2.30, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 38.15

65, 2.35, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 38.61

65, 2.40, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 39.15

65, 2.45, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 39.57

65, 2.50, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 40.15

65, 2.55, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 40.63

65, 2.60, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 41.17

65, 2.65, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 41.77

65, 2.70, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 42.25

65, 2.75, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 42.72

65, 2.80, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 43.16

65, 2.85, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 43.64

65, 2.90, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 44.08

65, 2.95, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 44.50

65, 3.00, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 44.88

65, 3.05, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 45.17

65, 3.10, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 45.41

65, 3.15, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 45.66

65, 3.20, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 45.90

65, 3.25, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 46.15

65, 3.30, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 46.26

65, 3.35, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 46.53

65, 3.40, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 46.68

65, 3.45, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 46.92

65, 3.50, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 47.10

65, 3.55, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 47.24

65, 3.60, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 47.41

65, 3.65, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 47.51

65, 3.70, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 47.62

65, 3.75, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 47.68

65, 3.80, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 47.74

65, 3.85, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 47.84

65, 3.90, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 47.93

65, 3.95, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 48.00

65, 4.00, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 48.10

65, 4.05, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 48.15

65, 4.10, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 48.22

65, 4.15, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 48.33

65, 4.20, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 48.39

65, 4.25, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 48.47

65, 4.30, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 48.55

65, 4.35, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 48.66

65, 4.40, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 48.74

65, 4.45, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 48.84

65, 4.50, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 48.92

65, 4.55, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 49.03

65, 4.60, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 49.11

65, 4.65, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 49.20

65, 4.70, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 49.25

65, 4.75, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 49.39

65, 4.80, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 49.50

65, 4.85, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 49.55

65, 4.90, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 49.64

65, 4.95, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 49.74

65, 5.00, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 49.87
